beta_e_phys,gamma_exch_phys,gamma_drain_phys,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,Li7_OK,Li_total_OK,A7_flipped,ACCEPTED,chi_sum
0.7,0.1,0.3,2.5307905000000002e-05,0.24330000000000002,8.096323529411766e-11,0.0,8.096323529411766e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.4518382352941166,2.4518382352941166,True,True,False,False,True,False,5.105026470588239
0.7,0.1,0.35,2.5307905000000002e-05,0.24330000000000002,7.754225352112677e-11,0.0,7.754225352112677e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.622887323943661,2.622887323943661,True,True,False,False,True,False,5.447124647887328
0.7,0.1,0.4,2.5307905000000002e-05,0.24330000000000002,7.439864864864866e-11,0.0,7.439864864864866e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.7800675675675666,2.7800675675675666,True,True,False,False,True,False,5.761485135135139
0.7,0.1,0.45,2.5307905000000002e-05,0.24330000000000002,7.15e-11,0.0,7.15e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.925,2.925,True,True,False,False,True,False,6.051350000000006
0.7,0.1,0.5,2.5307905000000002e-05,0.24330000000000002,6.881875e-11,0.0,6.881875e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,3.0590624999999996,3.0590624999999996,True,True,False,False,True,False,6.319475000000005
0.7,0.1,0.55,2.5307905000000002e-05,0.24330000000000002,6.633132530120482e-11,0.0,6.633132530120482e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,3.183433734939759,3.183433734939759,True,True,False,False,True,False,6.5682174698795235
0.7,0.1,0.6,2.5307905000000002e-05,0.24330000000000002,6.401744186046512e-11,0.0,6.401744186046512e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,3.2991279069767434,3.2991279069767434,True,True,False,False,True,False,6.799605813953493
0.7,0.1,0.65,2.5307905000000002e-05,0.24330000000000002,6.185955056179776e-11,0.0,6.185955056179776e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,3.407022471910112,3.407022471910112,True,True,False,False,True,False,7.01539494382023
0.7,0.1,0.7,2.5307905000000002e-05,0.24330000000000002,5.984239130434783e-11,0.0,5.984239130434783e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,3.5078804347826082,3.5078804347826082,True,True,False,False,True,False,7.217110869565222
0.7,0.2,0.0,2.5307905000000002e-05,0.24330000000000002,1.2012e-10,0.0,1.2012e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.49399999999999983,0.49399999999999983,True,True,True,True,True,True,1.1893500000000055
0.7,0.2,0.05,2.5307905000000002e-05,0.24330000000000002,1.1332075471698112e-10,0.0,1.1332075471698112e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.8339622641509438,0.8339622641509438,True,True,True,True,True,True,1.8692745283018932
0.7,0.2,0.1,2.5307905000000002e-05,0.24330000000000002,1.0724999999999998e-10,0.0,1.0724999999999998e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.1375000000000006,1.1375000000000006,True,True,False,False,True,False,2.476350000000007
0.7,0.2,0.15,2.5307905000000002e-05,0.24330000000000002,1.0179661016949153e-10,0.0,1.0179661016949153e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.4101694915254233,1.4101694915254233,True,True,False,False,True,False,3.0216889830508524
0.7,0.2,0.2,2.5307905000000002e-05,0.24330000000000002,9.687096774193548e-11,0.0,9.687096774193548e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.6564516129032256,1.6564516129032256,True,True,False,False,True,False,3.514253225806457
0.7,0.2,0.25,2.5307905000000002e-05,0.24330000000000002,9.24e-11,0.0,9.24e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.8799999999999997,1.8799999999999997,True,True,False,False,True,False,3.961350000000005
0.7,0.2,0.3,2.5307905000000002e-05,0.24330000000000002,8.83235294117647e-11,0.0,8.83235294117647e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.0838235294117644,2.0838235294117644,True,True,False,False,True,False,4.368997058823535
0.7,0.2,0.35,2.5307905000000002e-05,0.24330000000000002,8.459154929577465e-11,0.0,8.459154929577465e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.2704225352112672,2.2704225352112672,True,True,False,False,True,False,4.74219507042254
0.7,0.2,0.4,2.5307905000000002e-05,0.24330000000000002,8.116216216216216e-11,0.0,8.116216216216216e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.441891891891892,2.441891891891892,True,True,False,False,True,False,5.08513378378379
0.7,0.2,0.45,2.5307905000000002e-05,0.24330000000000002,7.799999999999999e-11,0.0,7.799999999999999e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.6,2.6,True,True,False,False,True,False,5.401350000000006
0.7,0.2,0.5,2.5307905000000002e-05,0.24330000000000002,7.5075e-11,0.0,7.5075e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.74625,2.74625,True,True,False,False,True,False,5.693850000000006
