gamma_r,gamma_im,W
0.7388013956120962,-14.77602791224193,-0.0030801633922246
0.8059651588495597,-14.77602791224193,-0.003406208096182
0.873128922087023,-14.77602791224193,-0.0036059210831156
0.9402926853244862,-14.77602791224193,-0.0036680347231625
1.007456448561949,-14.77602791224193,-0.0035875504863183
1.074620211799413,-14.77602791224193,-0.0033660525313464
1.141783975036876,-14.77602791224193,-0.0030116789667466
1.208947738274339,-14.77602791224193,-0.0025387457046352
1.276111501511802,-14.77602791224193,-0.0019670373997777
1.343275264749266,-14.77602791224193,-0.0013207993993124
1.41043902798673,-14.77602791224193,-0.0006274827380288
1.477602791224192,-14.77602791224193,8.369016658525704e-05
1.544766554461656,-14.77602791224193,0.0007832594045131
1.611930317699119,-14.77602791224193,0.0014430737254377
1.679094080936583,-14.77602791224193,0.0020377591251627
1.746257844174046,-14.77602791224193,0.0025460229875764
1.813421607411509,-14.77602791224193,0.002951715318011
1.880585370648972,-14.77602791224193,0.0032445821381074
1.947749133886436,-14.77602791224193,0.0034206640702287
2.014912897123899,-14.77602791224193,0.0034823145055744
2.082076660361362,-14.77602791224193,0.0034378352444325
2.149240423598826,-14.77602791224193,0.0033007516511262
2.216404186836289,-14.77602791224193,0.0030887726160992
2.283567950073752,-14.77602791224193,0.0028225014070492
2.350731713311216,-14.77602791224193,0.0025239803789183
2.417895476548679,-14.77602791224193,0.0022151642761443
2.485059239786142,-14.77602791224193,0.0019164225877292
2.552223003023605,-14.77602791224193,0.0016451705779861
2.619386766261069,-14.77602791224193,0.0014147211180213
2.686550529498532,-14.77602791224193,0.0012334356424299
2.753714292735995,-14.77602791224193,0.0011042332513289
2.820878055973459,-14.77602791224193,0.0010244933668458
2.888041819210922,-14.77602791224193,0.0009863609584601
2.955205582448385,-14.77602791224193,0.0009774359236391
3.022369345685849,-14.77602791224193,0.0009818016103895
3.089533108923312,-14.77602791224193,0.0009813235408775
3.156696872160776,-14.77602791224193,0.0009571298372047
3.223860635398238,-14.77602791224193,0.0008911710889177
3.291024398635701,-14.77602791224193,0.0007677504876502
3.358188161873166,-14.77602791224193,0.0005749155798561
3.425351925110629,-14.77602791224193,0.0003056110368838
3.492515688348092,-14.77602791224193,-4.149302947237034e-05
3.559679451585555,-14.77602791224193,-0.0004615614139602
3.626843214823018,-14.77602791224193,-0.0009435810277898
3.694006978060482,-14.77602791224193,-0.001470784165918
3.761170741297945,-14.77602791224193,-0.0020214870037499
3.828334504535408,-14.77602791224193,-0.0025702935374259
3.895498267772872,-14.77602791224193,-0.0030895893223845
3.962662031010335,-14.77602791224193,-0.0035512284450488
4.029825794247798,-14.77602791224193,-0.0039283026975357
4.096989557485261,-14.77602791224193,-0.0041968749924043
4.164153320722725,-14.77602791224193,-0.0043375602106835
4.231317083960188,-14.77602791224193,-0.0043368459134066
4.298480847197651,-14.77602791224193,-0.004188062085256
4.365644610435115,-14.77602791224193,-0.0038919322043553
4.432808373672578,-14.77602791224193,-0.0034566658700312
4.499972136910041,-14.77602791224193,-0.0028975840441797
4.567135900147504,-14.77602791224193,-0.0022362995288402
4.634299663384968,-14.77602791224193,-0.001499505405243
4.701463426622431,-14.77602791224193,-0.0007174506834286
4.768627189859894,-14.77602791224193,7.779651263348106e-05
4.835790953097358,-14.77602791224193,0.0008541837605059
4.90295471633482,-14.77602791224193,0.0015814864887538
4.970118479572284,-14.77602791224193,0.0022329789644708
5.037282242809748,-14.77602791224193,0.0027868560074898
5.10444600604721,-14.77602791224193,0.0032273151733562
5.171609769284674,-14.77602791224193,0.0035452331906842
5.238773532522138,-14.77602791224193,0.0037383989516304
5.305937295759601,-14.77602791224193,0.003811296298305
5.373101058997064,-14.77602791224193,0.0037744610138462
5.440264822234528,-14.77602791224193,0.0036434655947758
5.50742858547199,-14.77602791224193,0.003437610481634
5.574592348709454,-14.77602791224193,0.0031784196885221
5.641756111946918,-14.77602791224193,0.0028880508581911
5.70891987518438,-14.77602791224193,0.0025877338617311
5.776083638421844,-14.77602791224193,0.0022963479278089
5.843247401659307,-14.77602791224193,0.002029235291052
5.91041116489677,-14.77602791224193,0.0017973304272967
5.977574928134234,-14.77602791224193,0.0016066595288079
6.044738691371697,-14.77602791224193,0.0014582367908089
6.11190245460916,-14.77602791224193,0.0013483544138051
6.179066217846623,-14.77602791224193,0.0012692341584618
