gamma_r,gamma_im,W
-0.7272727272727268,-4,0.0067972161520969
-0.709090909090909,-4,0.0073685947755618
-0.6909090909090911,-4,0.007970719118843
-0.6727272727272728,-4,0.0086034778800073
-0.6545454545454545,-4,0.0092665617166859
-0.6363636363636365,-4,0.0099594512789487
-0.6181818181818182,-4,0.0106814065008543
-0.5999999999999999,-4,0.0114314573650758
-0.581818181818182,-4,0.0122083963492943
-0.5636363636363635,-4,0.0130107727537207
-0.5454545454545452,-4,0.0138368890960684
-0.5272727272727273,-4,0.014684799743552
-0.5090909090909095,-4,0.0155523119310816
-0.4909090909090905,-4,0.0164369892909057
-0.4727272727272726,-4,0.0173361579917173
-0.4545454545454548,-4,0.0182469155549924
-0.4363636363636365,-4,0.0191661423834012
-0.418181818181818,-4,0.0200905160009887
-0.4000000000000001,-4,0.0210165279679229
-0.3818181818181818,-4,0.0219405033945368
-0.3636363636363635,-4,0.0228586229407298
-0.3454545454545454,-4,0.0237669471481934
-0.3272727272727271,-4,0.0246614429150594
-0.3090909090909088,-4,0.0255380118861053
-0.290909090909091,-4,0.026392520497296
-0.2727272727272731,-4,0.0272208313818373
-0.2545454545454542,-4,0.0280188358167388
-0.2363636363636363,-4,0.0287824868646994
-0.2181818181818184,-4,0.029507832846503
-0.2000000000000001,-4,0.0301910507645079
-0.1818181818181816,-4,0.0308284792886217
-0.1636363636363638,-4,0.0314166509126761
-0.1454545454545455,-4,0.0319523228915467
-0.1272727272727272,-4,0.0324325065777911
-0.1090909090909091,-4,0.0328544947909892
-0.0909090909090908,-4,0.033215886873214
-0.0727272727272725,-4,0.0335146111099022
-0.0545454545454546,-4,0.0337489442264669
-0.0363636363636361,-4,0.033917527706842
-0.0181818181818178,-4,0.0340193807201995
0,-4,0.0340539094857164
0.0181818181818185,-4,0.0340209129517449
0.0363636363636361,-4,0.0339205847143056
0.0545454545454546,-4,0.0337535111496521
0.0727272727272723,-4,0.0335206657859019
0.0909090909090908,-4,0.0332233999885553
0.1090909090909093,-4,0.0328634300832713
0.1272727272727269,-4,0.0324428210857341
0.1454545454545455,-4,0.0319639672520549
